Codi_centre;Denominació_completa;Adreça;Telèfon;E-mail_centre;Nom_municipi;Nom_comarca;Codi_SSTT
17004232;Escola Sant Esteve - ZER Urgellet;pl. Major, 2;973126286;b7004232@xtec.cat;;;0
17004244;Escola Mare de Déu de Montserrat - ZER Vall de l'Aranyó;av. Maria Àngels Anglada, 11;973351014;b7004244@xtec.cat;;;0
17004281;Escola L'Àlber;av. Salvador Dalí, 5;973350144;b7004281@xtec.cat;;;0
17004293;Escola Els Aubis - ZER Riu Set;c. Güell, 55-57;973350403;b7004293@xtec.cat;;;0
17004335;Escola La Dula - ZER L'Eral;pl.Salvador Espriu (C.cívic Vilatargues);973780102;b7004335@xtec.cat;;;0
17004347;Escola Comtes de Torregrossa;c. de Sant Sebastià, 91-93;973717021;b7004347@xtec.cat;;;0
17004360;Escola Mare de Déu del Carme;Av. de l'Estació, 13;973133455;b7004360@xtec.cat;;;0
17004438;Escola agrària d'Alfarràs;av. Eduard Soler, 1;973482103;b7004438@xtec.cat;;;0
17004441;Escola d'Alfés - ZER L'Eral;c. Pere Borrell, 6 (Torre Font);973482724;b7004441@xtec.cat;;;0
17004451;Escola Sant Blai - ZER Serra Llarga;c. del Sac, 4-5;973480924;b7004451@xtec.cat;;;0
17004463;Escola d'Alins - ZER Alt Pallars Sobirà;c. Muga, s/n;973480392;b7004463@xtec.cat;;;0
17004487;Escola Antònia Simó Arnó;c. Castell de Perelada, 24 baixos;973480713;b7004487@xtec.cat;;;0
17004499;Escola Doctor Serés;c. Filadors, 10;973797315;b7004499@xtec.cat;;;0
17004517;Escola Sant Isidre - ZER Ponent;c. Rubén Darío, 12;973258133;b7004517@xtec.cat;;;0
17004529;Escola Inocencio Pardos - ZER Ponent;c. Escoles de Miànegues, 40;973136464;b7004529@xtec.cat;;;0
17004530;Escola Loseron - ZER Val d'Aran;c. Onze de setembre, 2/Sant Agustí, 13;973310648;b7004530@xtec.cat;;;0
17004566;Escola Sant Martí - ZER Val d'Aran;c. Circumval·lació Jaume I, s/n;973310155;b7004566@xtec.cat;;;0
17004578;Escola Ruda - ZER Val d'Aran;c. Fernando Laparte, 29;973310116;b7004578@xtec.cat;;;0
17004657;Escola Santa Creu;ctra. Palau Saverdera, 3;973310836;b7004657@xtec.cat;;;0
17004682;Escola Albirka;c. de Pep Ventura, 1;973310715;b7004682@xtec.cat;;;0
17004694;Escola Els Til.lers;av. de França, s/n;973311837;b7004694@xtec.cat;;;0
17004700;Escola Els Planells;c. Escultor Amadeu, 6;973310486;b7004700@xtec.cat;;;0
17004712;Escola Mare de Déu de la Guardiola - ZER El Romaní;c. Migdia, 1 baixos;973310700;b7004712@xtec.cat;;;0
17004724;Escola de Les Avellanes - ZER Montsec;c. Escoles, 1/ Pedró, 1;973180135;b7004724@xtec.cat;;;0
17004736;Escola de Tartareu - ZER Montsec;ctra. Barcelona, 199;973622077;b7004736@xtec.cat;;;0
17004748;Escola Francesc Feliu;av. Sant Joan de les Abadesses, 20-22;973473660;b7004748@xtec.cat;;;0
17004751;Escola Gaspar de Portolà;pl. President Terradellas, s/n;973570603;b7004751@xtec.cat;;;0
17004761;Escola Pia de Balaguer;c. Apel·les Mestres, 2;973126212;b7004761@xtec.cat;;;0
17004773;Vedruna Balaguer;c. Pere Pascual, 9-27;973750250;b7004773@xtec.cat;;;0
17004827;Institut Ciutat de Balaguer;c. Mas Bohera, s/n;973170041;b7004827@xtec.cat;;;0
17004852;Escola agrària de Vallfogona de Balaguer;c. de Fco. de Goya/Lluís de Bolós;973796335;b7004852@xtec.cat;;;0
17004864;Escola La Noguera;c. Zona Les Esplanes, s/n;973751619;b7004864@xtec.cat;;;0
17004876;Escola Sant Roc - ZER Riu Ondara;c. Joan Gich, 2;973652775;b7004876@xtec.cat;;;0
17004888;Escola Pere Teixiné - ZER Riu Corb;c. de les Escoles, 4;973650235;b7004888@xtec.cat;;;0
17004891;Escola Ramon Farrerons;c. Josep Pla i Casadevall, 4-10;973252394;b7004891@xtec.cat;;;0
17004906;Escola Sant Bartomeu - ZER Espernallac;c. Josep Pla, 15-17 (Urb. Fornells Park);634770634;b7004906@xtec.cat;;;0
17004918;Escola Valeri Serra;c. del Canigó, 41;973432214;b7004918@xtec.cat;;;0
17004943;Vedruna Bellpuig;c. Jaume Arcelós, 7;973348104;b7004943@xtec.cat;;;0
17004955;Escola Mare de Déu de Talló;Ronda Sud, 3;973640028;b7004955@xtec.cat;;;0
17004992;Escola Joaquim Palacín;c. del Bruguerol, 12;973500388;b7004992@xtec.cat;;;0
17005017;Escola Vallmajor - ZER Elaia;c. Major, 2;973698127;b7005017@xtec.cat;;;0
17005029;Escola Casteth Leon - ZER Val d'Aran;dr. Castany, s/n (Parc Els Til·lers);973324334;b7005029@xtec.cat;;;0
17005042;Escola agrària de Les Borges Blanques;c. Sant Dionís, 25;973415084;b7005042@xtec.cat;;;0
17005182;Escola Sant Ròc;ctra. de Llagostera/c. Garrotxa;973777353;b7005182@xtec.cat;;;0
17005200;Escola Dos Rius - ZER El Jonc;ptge. de les Escoles, s/n;973711582;b7005200@xtec.cat;;;0
17005248;Escola Castell-Ciutat - ZER Urgellet;c. del Raval de Baix, s/n;973191177;b7005248@xtec.cat;;;0
17005251;Escola Timorell - ZER Vall de l'Aranyó;pg. Mossen Cinto Verdaguer, 1;973175013;b7005251@xtec.cat;;;0
17005261;Escola L'Estel - ZER Vent Serè;rda. de Dalt, 27-31;973761467;b7005261@xtec.cat;;;0
17005297;Escola Santa Maria - ZER Serra Llarga;c. Sorrai, s/n;973756346;b7005297@xtec.cat;;;0
17005315;Escola El Terrall - ZER Espernallac;c. de Mercè Roura i Duran, s/n;973620222;b7005315@xtec.cat;;;0
17005327;Institut Antoni Torroja;av. de la Pau, 31;973600351;b7005327@xtec.cat;;;0
17005339;Escola Mossèn Josep Arques;c. Roberto Bolaño, 2;973390803;b7005339@xtec.cat;;;0
17005340;Escola El Cérvol - ZER Riu Set;ptge. de Joan Güell Olivé, 1;973264644;b7005340@xtec.cat;;;0
17005352;Escola de Ciutadilla - ZER Guicivervi;c. del Doctor Barraquer, 2;973243289;b7005352@xtec.cat;;;0
17005364;Escola Sant Climent - ZER Narieda;av. de la Moreneta, s/n;973402327;b7005364@xtec.cat;;;0
17005376;Escola Sol Ixent;c. Torres Jonama, s/n;973263630;b7005376@xtec.cat;;;0
17005388;Escola Sol Naixent - ZER El Romaní;c. de les Illes Filipines, 8;973231549;b7005388@xtec.cat;;;0
17005391;Escola Porcel de Cervera - ZER Pedrera;c. Orient, 122;973481079;b7005391@xtec.cat;;;0
17005406;Escola La Closa;c. Tramuntana, s/n;973282102;b7005406@xtec.cat;;;0
17005418;Escola Minyons d'Urgell;c. Pere Alsius, 10-14;973352327;b7005418@xtec.cat;;;0
17005522;Escola Guillem Isarn;ctra. de Barcelona, 57;973602501;b7005522@xtec.cat;;;0
17005534;Escola Francesc Arenes;c. Pla de l'Estany, s/n;973602565;b7005534@xtec.cat;;;0
17005546;Escola Santa Margarida - ZER Alt Berguedà;c. de Miquel Martí i Pol, s/n;973352358;b7005546@xtec.cat;;;0
17005558;Escola de la Granadella - ZER Elaia;c. Sebastià Bosom, 2-8;973602100;b7005558@xtec.cat;;;0
17005561;Escola Sant Jaume - ZER L'Oliver;c. Mare de Déu de Montserrat, 21, baixos;973200647;b7005561@xtec.cat;;;0
17005571;Escola de Guimerà - ZER Guicivervi;c. Sant Pere de Rodes, 2;973530554;b7005571@xtec.cat;;;0
17005583;Escola Ramon Faus i Esteve;c. Mascarell, 10;973245716;b7005583@xtec.cat;;;0
17005601;FEDAC-Guissona;c. dels Països Catalans, s/n;973243950;b7005601@xtec.cat;;;0
17005613;Escola Sant Sebastià - ZER Serra Llarga;c. Teranyina, 6b;973445691;b7005613@xtec.cat;;;0
17005625;Escola Mare de Déu de l'Horta;c. Rei Lotari, 13;973201315;b7005625@xtec.cat;;;0
17005637;Escola Aeso - ZER Pallars Jussà;c. Xavier Carbó, 105-107;973331152;b7005637@xtec.cat;;;0
17005649;Escola L'Espígol - ZER Garrigues Altes;c. Vicenç Roure i Armadà, 12;973143016;b7005649@xtec.cat;;;0
17005650;Escola Manuel Ortiz i Castelló;av. Bellavista, 35;972144109;b7005650@xtec.cat;;;0
17005662;Escola Enric Farreny;c. Sant Vicenç Ferrer, 33;973700676;b7005662@xtec.cat;;;0
17005674;Escola Antoni Bergós - ZER L'Horta de Lleida;av. de la Generalitat, 13-15;973312965;b7005674@xtec.cat;;;0
17005686;Escola Santa Maria de Gardeny;c. Narcís Soler, 8;973700362;b7005686@xtec.cat;;;0
17005698;Escola Camps Elisis;c. d'Astúries, 15;973473463;b7005698@xtec.cat;;;0
17005704;Escola La Seu Vella;c. Lluís Santaló, 1;973447903;b7005704@xtec.cat;;;0
17005728;Escola Riu Segre;pl. de l'Ajuntament de Serinyà, 1;973150414;b7005728@xtec.cat;;;0
17005731;Escola Magí Morera i Galícia;c. Cristòfol Colom, 6-8;973446650;b7005731@xtec.cat;;;0
17005741;Escola Pardinyes;av. Països Catalans, 1;973647242;b7005741@xtec.cat;;;0
17005753;Escola Príncep de Viana;c. Andreu Tuyet Santamaria, 35;973312303;b7005753@xtec.cat;;;0
17005765;Escola Creu del Batlle - ZER L'Horta de Lleida;c. Doctor Ferran, 88;973770212;b7005765@xtec.cat;;;0
17005777;FEDAC-Lleida;c. Maria Montessori, 20;973643761;b7005777@xtec.cat;;;0
17005790;Santa Anna;Rbla. de Santa Eugènia, 1, (Urb.Mas Pou);973690040;b7005790@xtec.cat;;;0
17005819;Maristes Montserrat;c. Garrigas, s/n Polígon Clos de Fires;973224321;b7005819@xtec.cat;;;0
17005820;Lestonnac-l'Ensenyança;av. del Morrot, 25;973246950;b7005820@xtec.cat;;;0
17005832;El Carme;av. Onze de Setembre, 19;973245032;b7005832@xtec.cat;;;0
17005844;Mater Salvatoris;c. Empúries, 45;973650836;b7005844@xtec.cat;;;0
17005856;EB privada Cuca de Llum;c. de Josep Maria de Segarra, s/n;973620888;b7005856@xtec.cat;;;0
17005868;Sant Jaume;p. Lluís Maria Vidal, 32-42;973281092;b7005868@xtec.cat;;;0
17005881;Episcopal-Mare de Déu de l'Acadèmia;c. Caldes de Montbuí, 81-83, baixos;973205147;b7005881@xtec.cat;;;0
17005893;Escola Sant Josep de Calassanç;c. de la Mata, 2;973390536;b7005893@xtec.cat;;;0
17005911;Escola de Pràctiques I;ctra. Gaserans, 189;973556035;b7005911@xtec.cat;;;0
17005923;Institut Samuel Gili i Gaya;c. Colon, 8;973741006;b7005923@xtec.cat;;;0
17005947;Institut Marius Torres;c. Bernat Boades, 70, baixos;973239531;b7005947@xtec.cat;;;0
17005959;Institut Guindàvols;p. Major, 40/c. Canal, 22-26;973225013;b7005959@xtec.cat;;;0
17005960;Martínez;pl. Onze de Setembre, 1;973233556;b7005960@xtec.cat;;;0
17005972;Ilerna;c. Escoles, 19;973142700;b7005972@xtec.cat;;;0
17005984;Institut Caparrella;pl. Miquel Martí i Pol, 1;973711094;b7005984@xtec.cat;;;0
17005996;Escola El Segrià - ZER L'Horta de Lleida;c. Garrigàs, 1;973252403;b7005996@xtec.cat;;;0
17006009;Jesuïtes Lleida - Col·legi Claver-Raïmat;c. Miquel de Sarriera, 3;973460574;b7006009@xtec.cat;;;0
17006010;Escola El Vilot - ZER Ponent;av. Joan Carles I, 29, baixos;973320083;b7006010@xtec.cat;;;0
17006022;Escola Estudi Alejandro Casona;c. Pirineus, s/n;973281182;b7006022@xtec.cat;;;0
17006046;Escola El Sitjar;c. 27 de maig, 1-5;973220033;b7006046@xtec.cat;;;0
17006061;Escola de Lladurs - ZER El Solsonès;c. Priorat, 23;973200301;b7006061@xtec.cat;;;0
17006071;Escola Arc d'Adà - ZER L'Oliver;av. Mancomunitat, 10;973126001;b7006071@xtec.cat;;;0
17006083;Escola de Llavorsí - ZER Alt Pallars Sobirà;c. Francesc Macià, 65;973281747;b7006083@xtec.cat;;;0
17006101;Escola Portella Blanca - ZER Baridà-Batllia;c. de la Mar, s/n;973312204;b7006101@xtec.cat;;;0
17006113;Escola de Llobera - ZER El Solsonès;c. Ruben Dario, 14;973445912;b7006113@xtec.cat;;;0
17006149;Escola de Massalcoreig - ZER L'Oliver;c. Roser, 85;973320705;b7006149@xtec.cat;;;0
17006150;Escola Otogesa - ZER L'Oliver;c. Riera de Mus, 19 A;973360604;b7006150@xtec.cat;;;0
17006162;Escola Joan Ros i Porta - ZER El Jonc;c. Amical de Mauthausen, 14;973756006;b7006162@xtec.cat;;;0
17006174;Vedruna Mollerussa;av. d'Onore, s/n (El Serrat de Portugal);973652203;b7006174@xtec.cat;;;0
17006186;Institut Mollerussa;av. Josep Pla i Casadevall, 2;973391682;b7006186@xtec.cat;;;0
17006198;Escola de Butsènit - ZER El Sió;av. Barceloneta, s/n;973641082;b7006198@xtec.cat;;;0
17006216;Escola Colomina - ZER El Romaní;c. del Perelló, 15;973740266;b7006216@xtec.cat;;;0
17006228;Escola Pere Sarret - ZER Baridà-Batllia;c. Ter, 2-4;973718038;b7006228@xtec.cat;;;0
17006231;Escola Ridolaina;c. Mas Ferriol, 1-3;973337046;b7006231@xtec.cat;;;0
17006241;Escola Rosa Campà;c. San Miquel, 20, baixos;973460968;b7006241@xtec.cat;;;0
17006253;Escola Sant Isidre - ZER La Coma;c. Josep M. Vila, 7;973311475;b7006253@xtec.cat;;;0
17006290;Escola Aiguadora - ZER El Solsonès;c.de l'Abat Oliva-c.Lluís Llach-c.JoseC;973233573;b7006290@xtec.cat;;;0
17006332;Escola Miret i Sans - ZER Narieda;c.Concòrdia Aigües de l'Estany, s/n;973249798;b7006332@xtec.cat;;;0
17006344;Escola L'Espígol - ZER Montsec;Pg. dels Països Catalans, 1;973211806;b7006344@xtec.cat;;;0
17006371;Escola Leandre Cristòfol - ZER Montsec;c. Joaquim Riera Bertran, s/n;973274723;b7006371@xtec.cat;;;0
17006393;Escola Arnau Berenguer;av. de la Constitució, s/n;973206361;b7006393@xtec.cat;;;0
17006435;Escola de les Pallargues - ZER La Segarra;c. València/c. Provença/av. Catalunya;973206383;b7006435@xtec.cat;;;0
17006472;Escola de la Coma - ZER El Solsonès;av. de Jaume I, 2-4, cantonada C-26;973748415;b7006472@xtec.cat;;;0
17006502;Escola Ramon Gombal - ZER Espernallac;ctra. de les Salines, s/n;973511025;b7006502@xtec.cat;;;0
17006587;Escola Sant Miquel - ZER Narieda;Prolongació del c. Raval (Camallera);973248149;b7006587@xtec.cat;;;0
17006605;Escola de Sant Climenç - ZER El Solsonès;Ctra. de Monells a Madremanya, s/n;973626146;b7006605@xtec.cat;;;0
17006630;Escola El Roser - ZER Plaurcén;Urbanització Els Prats, s/n;973133488;b7006630@xtec.cat;;;0
17006642;Escola Els Set Focs - ZER Elaia;c. Xavier Montsalvatge, 1, baixos;973308006;b7006642@xtec.cat;;;0
17006666;Escola Els Raiers;c. Mas Sec, 71;636540013;b7006666@xtec.cat;;;0
17006681;Escola de Ponts;Rita Casamitjana, s/n;973445200;b7006681@xtec.cat;;;0
17006691;Escola Ribagorçana;Rda. de les Fonts, 25;973331047;b7006691@xtec.cat;;;0
17006708;Escola Blanca de Villalonga - ZER Alt Segrià;c. Canigó, s/n;973586005;b7006708@xtec.cat;;;0
17006711;Escola Montalbà - ZER Riu Corb;c. Sant  Sebastià, 6-8;973648157;b7006711@xtec.cat;;;0
17006721;Escola de Preixens - ZER El Sió;pg. del Doctor Carulla, s/n;973432275;b7006721@xtec.cat;;;0
17006733;Escola El Puig - ZER Baridà-Batllia;c. Ponent / Gran Via de Pau Casals;973710975;b7006733@xtec.cat;;;0
17006745;Escola de Puigverd d'Agramunt - ZER El Sió;c. de la Bassa, s/n;973170628;b7006745@xtec.cat;;;0
17006757;Escola Montsent de Pallars - ZER Alt Pallars Sobirà;av. Sant Francesc, 23;973791456;b7006757@xtec.cat;;;0
17006769;Escola Els Minairons - ZER Alt Pallars Sobirà;c. Salvetat, 3;973402332;b7006769@xtec.cat;;;0
17006770;Escola Arnau Mir - ZER Urgellet;Parc del Canigó, 2;973212208;b7006770@xtec.cat;;;0
17006782;Escola de Freixinet de Solsona - ZER El Solsonès;c. Roques del Rei, 40;973531224;b7006782@xtec.cat;;;0
17006800;Escola La Rosella;p. de la Salut, s/n;973233957;b7006800@xtec.cat;;;0
17006812;Escola de Sanaüja - ZER La Segarra;c. Salvador Dalí, 2;973243217;b7006812@xtec.cat;;;0
17006824;Escola Mare de Déu de la Mercè;pg. Pare Pujiula, 29;973234551;b7006824@xtec.cat;;;0
17006836;Escola Vall Ondara - ZER La Segarra;c. Mestre Josep Maria Andreu, 2;973312301;b7006836@xtec.cat;;;0
17006851;Escola El Tallat - ZER Riu Corb;c. Jacint Verdaguer, s/n;973133605;b7006851@xtec.cat;;;0
17006861;Escola La Roca - ZER L'Eral;pl. de Maria Rosa Puig Dalmau, 1;973551417;b7006861@xtec.cat;;;0
17006873;Escola Mossèn Albert Vives;c. Plataneda, s/n;973602612;b7006873@xtec.cat;;;0
17006885;Institut Joan Brudieu;c. President Cárdenas, 20;973780275;b7006885@xtec.cat;;;0
17006903;Escola Miquel Baró Daban;c. Santiago de Cuba, s/n;636951861;b7006903@xtec.cat;;;0
17006939;Escola El Timó - ZER Plaurcén;av. Martí Sureda, s/n;973644279;b7006939@xtec.cat;;;0
17006940;Escola del Soleràs - ZER Garrigues Altes;c. de Soler / av. del Brugent;973260745;b7006940@xtec.cat;;;0
17006952;Escola Setelsis;c. Balandrau, 21;973249331;b7006952@xtec.cat;;;0
17006976;Arrels I;c. de la Figuera, s/n;973718205;b7006976@xtec.cat;;;0
17006988;Parvum-Arrels;c. Font Alta, 15;973240723;b7006988@xtec.cat;;;0
17007014;Arrels II;av. del Pelegrí, 8;973222508;b7007014@xtec.cat;;;0
17007026;Escola agrària del Solsonès;ctra. C-260, (Vilatenim-Sud);973586214;b7007026@xtec.cat;;;0
17007041;Escola Jaume Miret;pl. Vella, 6;973652690;b7007041@xtec.cat;;;0
17007117;Escola El Roser - ZER La Coma;c. Orient, 4;973143434;b7007117@xtec.cat;;;0
17007129;Escola de Sunyer - ZER L'Eral;av. Morrot, 23;973239128;b7007129@xtec.cat;;;0
17007130;Escola Pia de Tàrrega;c. Àngel Serradell i Pérez, 8;973531102;b7007130@xtec.cat;;;0
17007142;Vedruna Tàrrega;c. dels Prats, 2;973551121;b7007142@xtec.cat;;;0
17007178;Institut Manuel de Pedrolo;ctra. de Talaià, 2;973770433;b7007178@xtec.cat;;;0
17007181;Escola agrària de Tàrrega;c. de les Escoles, 2;973751732;b7007181@xtec.cat;;;0
17007211;Santa Maria del Alba;c. Ibèria, 5-7, baixos;973324214;b7007211@xtec.cat;;;0
17007245;EA Ondara;c. Gavina, 51;973167225;b7007245@xtec.cat;;;0
17007257;Escola Alfred Potrony;c. Orient, 18;973836180;b7007257@xtec.cat;;;0
17007300;Escola de Tírvia - ZER Alt Pallars Sobirà;c. Esglèsia, 26;973007932;b7007300@xtec.cat;;;0
17007312;Escola Sant Gil;c. Cruanyes, s/n;973235847;b7007312@xtec.cat;;;0
17007324;Escola Espígol - ZER Riu Ondara;ctra. de Banyoles, s/n;973700458;b7007324@xtec.cat;;;0
17007351;Escola de Torrebesses - ZER L'Eral;c. de la Teranyina/c. de Figueres;973400757;b7007351@xtec.cat;;;0
17007579;Escola la Creu;c. Delícies/Marinada (Z.Equip.Nord-Oest);973626174;b7007579@xtec.cat;;;0
17007580;Escola La Bassa;p. Rafel Masó, s/n;973575019;b7007580@xtec.cat;;;0
17007609;Escola Carrassumada;c. Mediterrània, s/n;973680200;b7007609@xtec.cat;;;0
17007634;Escola El Roser - ZER Alt Segrià;Camp de Sant Antoni, s/n;973748417;b7007634@xtec.cat;;;0
17007646;Escola Valldeflors;c. Font de l'Àliga,;973663014;b7007646@xtec.cat;;;0
17007658;María Inmaculada;c. Santa Maria, 17;973712543;b7007658@xtec.cat;;;0
17007661;Escola agrària del Pallars;av. Alt Empordà, 27;973248100;b7007661@xtec.cat;;;0
17007671;Escola de Tuixent - ZER Urgellet;c. Josep Morató i Grau, 4, baixos;973777872;b7007671@xtec.cat;;;0
17007725;Escola Jardí - ZER Guicivervi;c. Met Miravitlles, 3;973481846;b7007725@xtec.cat;;;0
17007749;Escola Garona;c. Pla de Salt, 10;973175004;b7007749@xtec.cat;;;0
17007750;Escola Ramon Perelló - ZER Guicivervi;c. Travessia Molí, 1;973710449;b7007750@xtec.cat;;;0
17007762;Escola Vidal i Abad - ZER Alta Ribagorça;ptge. Massaguer, 9;973651061;b7007762@xtec.cat;;;0
17007798;Escola Mare de Déu del Puig de Meià - ZER El Romaní;ctra. Santa Coloma de Farners, 115;973644595;b7007798@xtec.cat;;;0
17007804;Escola de Vilanova de Segrià - ZER Alt Segrià;Can Bonic, s/n;973720710;b7007804@xtec.cat;;;0
17007828;Escola Mossèn Ton Clavé - ZER Vent Serè;Pi i Margall,114/Manufactur.Suro,51-67;973622232;b7007828@xtec.cat;;;0
17007831;Escola Mestral - ZER Argelaga;Camí de Sant Fermí, s/n;973275239;b7007831@xtec.cat;;;0
17007841;Escola Sant Bonifaci - ZER Riu Set;av. de Can Caramany, s/n;973694142;b7007841@xtec.cat;;;0
17007853;Escola Pinyana;c. Doctor Antic Roca, 38;973313006;b7007853@xtec.cat;;;0
17007865;Escola Teresa Bergadà;c. Joan Pere Fontanella, 3;973354446;b7007865@xtec.cat;;;0
17007890;Escola Àngel Serafí i Casanovas;c. Sant Antoni, 1 (Coma Cros);973448159;b7007890@xtec.cat;;;0
17007907;Escola Mestre Ignasi Peraire;c. Narcís Xifra i Masmitjà, 43;973532564;b7007907@xtec.cat;;;0
17007919;Institut Ribera del Sió;ctra. Figueres a Llers. GI-P-5106,km 1;973501712;b7007919@xtec.cat;;;0
17007920;Aremi;c. dels Estaragalls, 16;973727222;b7007920@xtec.cat;;;0
17007932;Plançó;c. Emili Grahit, 2;973600955;b7007932@xtec.cat;;;0
17007944;Institut Els Planells;c. Quermany, s/n;973760070;b7007944@xtec.cat;;;0
17007956;Institut Francesc Ribalta;c. Fontanella, 10, baixos;973032279;b7007956@xtec.cat;;;0
17007968;CEE Escoles Especials de la Llar de Sant Josep;C. del Dr. Joher, s/n;973570013;b7007968@xtec.cat;;;0
17007981;Escola Pau Claris;c. Alfonso Castelao, 29, local;696933441;b7007981@xtec.cat;;;0
17007993;CEE Siloé;c. Església de Sant Miquel, 18;973196230;b7007993@xtec.cat;;;0
17008006;Escola agrària del Pirineu;Veïnat de Can Serra, 15;973550454;b7008006@xtec.cat;;;0
17008018;Institut Terres de Ponent;Camí Vells Fornells, 33;973711063;b7008018@xtec.cat;;;0
17008031;Institut La Segarra;c. Molí, 9;973712961;b7008031@xtec.cat;;;0
17008043;Mirasan;c. Dr. Gaspar Casal, 5;973780434;b7008043@xtec.cat;;;0
17008055;Institució Lleida;c. Joan Fuster, 45;973641364;b7008055@xtec.cat;;;0
17008067;Institut Almatà;c. de l'Olivera, 74-86;973481366;b7008067@xtec.cat;;;0
17008079;Escola Frederic Godas;av. Càndida Masgrau i Campeny, s/n;973208289;b7008079@xtec.cat;;;0
17008080;Escola Maldanell - ZER Riu Corb;c. Conill, 20-22;973449566;b7008080@xtec.cat;;;0
17008092;Escola Abat Ruera - ZER Pedrera;av. Estació, 54;973314306;b7008092@xtec.cat;;;0
17008109;Escola Sant Serni - ZER Baridà-Batllia;c. Universitat de Montpeller, 3;973791109;b7008109@xtec.cat;;;0
17008110;Cons. de Música de Lleida;c. Marquès de Caldes de Montbuí, 7-9;973260289;b7008110@xtec.cat;;;0
17008122;EA Municipal Leandre Cristòfol;c. Josep Joan, 27;973716312;b7008122@xtec.cat;;;0
17008134;Escola d'Ardèvol - ZER El Solsonès;c. Teresa Miramont, s/n;973620010;b7008134@xtec.cat;;;0
17008146;Apromi;pg. d'en Guimerà, 1-3;973235343;b7008146@xtec.cat;;;0
17008158;Esc. de Música Municipal de Balaguer;c. Riera, 29-31;973289613;b7008158@xtec.cat;;;0
17008161;Institut d'Ostalaria de Les-Val d'Aran;c. dels Garganta, 11;973130449;b7008161@xtec.cat;;;0
17008171;Institut Escola de Sobrestants;Camí de la Garriga, 4;973480563;b7008171@xtec.cat;;;0
17008183;Institut d'Almenar;c. de Pals, 91;973795463;b7008183@xtec.cat;;;0
17008195;Institut d'Aran;av. de la Pau, 18;973737554;b7008195@xtec.cat;;;0
17008201;Institut El Pont de Suert;c. Estació, 2/pg. Marimón Asprer, 7-9;973220333;b7008201@xtec.cat;;;0
17008213;EOI de Lleida;ctra. de La Pinya, s/n.;973445018;b7008213@xtec.cat;;;0
17008237;Escola Espiga;c. Bisbe Lorenzana, 19;973120002;b7008237@xtec.cat;;;0
17008249;Institut de Tremp;av. Fanals, 70;973280041;b7008249@xtec.cat;;;0
17008250;Institut Hug Roger III;av. Estació, 15, 1r.;973347210;b7008250@xtec.cat;;;0
17008274;Escola Joc de la Bola;pg. de les Escoles, 28;973652066;b7008274@xtec.cat;;;0
17008286;CFA Segrià;pça. de l'1 d'octubre de 2017, 1;649128368;b7008286@xtec.cat;;;0
17008298;Escola Municipal de Música l'Espiga;c. del Firal, 22;973790512;b7008298@xtec.cat;;;0
17008304;Institut Canigó;c. Marquès de Caldes de Montbui, 111-113;973725710;b7008304@xtec.cat;;;0
17008316;Institut Josep Lladonosa;C. Ramón i Cajal s/n (ed. La República);973313913;b7008316@xtec.cat;;;0
17008328;Escola Alba;av. Catalunya, 89-91;636990538;b7008328@xtec.cat;;;0
17008331;Institut Manuel de Montsuar;c. Empordà, 29;973725340;b7008331@xtec.cat;;;0
17008341;Institut Josep Vallverdú;c. de l'Església, 26;973534404;b7008341@xtec.cat;;;0
17008353;Esc. de Música Municipal de Mollerussa;c. Pi i Maragall, 5;973480777;b7008353@xtec.cat;;;0
17008365;Escola d'Espluga de Serra - ZER Alta Ribagorça;c. Doctor Castany, s/n;973552092;b7008365@xtec.cat;;;0
17008377;Institut de Ponts;c. del Mossèn Baldiri i Reixac, 14;973610757;b7008377@xtec.cat;;;0
17008389;Institut Lo Pla d'Urgell;c. Cabezas, s/n;973272022;b7008389@xtec.cat;;;0
17008390;Institut d'Hoteleria i Turisme;av. Agustí Ros, 3;973180767;b7008390@xtec.cat;;;0
17008407;Institut Torrevicens;c. Àngel Guimerà, 1;973238410;b7008407@xtec.cat;;;0
17008419;CEE Esperança;c. Escolar, s/n;973190792;b7008419@xtec.cat;;;0
17008420;Llar d'infants de Sarroca de Lleida;av. Zulueta, s/n;699248058;b7008420@xtec.cat;;;0
17008444;Institut Ronda;c. Ntra. Sra. Montserrat;973600782;b7008444@xtec.cat;;;0
17008468;Institut Alfons Costafreda;c. Sudanell, 2;973690830;b7008468@xtec.cat;;;0
17008471;Acser;c. de la Creu, s/n;973289389;b7008471@xtec.cat;;;0
17008481;Llar d'infants La Grandalla;av. de Catalunya,17;973621190;b7008481@xtec.cat;;;0
17008493;Llar d'infants Merli;c. de les Escoles, 37;973202742;b7008493@xtec.cat;;;0
17008501;Llar d'infants Municipal l'Era d'Agramunt;c. Escoles Noves, s/n;973233554;b7008501@xtec.cat;;;0
17008523;Llar d'infants Era Cunhèra;c. Bassa Bona, 43;973675599;b7008523@xtec.cat;;;0
17008547;Llar d'infants Vensi;partida el Sot, s/n;873490030;b7008547@xtec.cat;;;0
17008559;Llar d'infants Blau Cel;camí de Sunyer, s/n;973724237;b7008559@xtec.cat;;;0
17008560;Esc. de Música Municipal de Bellpuig;Carretera;973275682;b7008560@xtec.cat;;;0
17008572;Esc. de Música Municipal de Ponts;carretera, s/n;973982370;b7008572@xtec.cat;;;0
